class,dataset_type,value
17c6a24dfab7436e927bffd1738b4081,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
17c6a24dfab7436e927bffd1738b4081,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
17c6a24dfab7436e927bffd1738b4081,caption,[]
f5dc0329501b4f28b16af6d551f1b0a0,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy']"
f5dc0329501b4f28b16af6d551f1b0a0,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
f5dc0329501b4f28b16af6d551f1b0a0,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr']"
f5dc0329501b4f28b16af6d551f1b0a0,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
f5dc0329501b4f28b16af6d551f1b0a0,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
f5dc0329501b4f28b16af6d551f1b0a0,caption,[]
c5f9e72edf7d4b5eaa2ec9b95c3b099d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy']"
c5f9e72edf7d4b5eaa2ec9b95c3b099d,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png']"
c5f9e72edf7d4b5eaa2ec9b95c3b099d,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr']"
c5f9e72edf7d4b5eaa2ec9b95c3b099d,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png']"
c5f9e72edf7d4b5eaa2ec9b95c3b099d,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png']"
c5f9e72edf7d4b5eaa2ec9b95c3b099d,caption,[]
0d532cfcae7c46239e878034a9e28fb5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy']"
0d532cfcae7c46239e878034a9e28fb5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
0d532cfcae7c46239e878034a9e28fb5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr']"
0d532cfcae7c46239e878034a9e28fb5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
0d532cfcae7c46239e878034a9e28fb5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
0d532cfcae7c46239e878034a9e28fb5,caption,[]
f59d7e28206045e384c137fd13fd5baa,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy']"
f59d7e28206045e384c137fd13fd5baa,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
f59d7e28206045e384c137fd13fd5baa,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr']"
f59d7e28206045e384c137fd13fd5baa,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
f59d7e28206045e384c137fd13fd5baa,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
f59d7e28206045e384c137fd13fd5baa,caption,[]
fd5f6c287ea44e9ebc90928ce975b4a4,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy']"
fd5f6c287ea44e9ebc90928ce975b4a4,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
fd5f6c287ea44e9ebc90928ce975b4a4,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr']"
fd5f6c287ea44e9ebc90928ce975b4a4,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
fd5f6c287ea44e9ebc90928ce975b4a4,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
fd5f6c287ea44e9ebc90928ce975b4a4,caption,[]
7adc38ead24746be844dea0e952b76d4,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy']"
7adc38ead24746be844dea0e952b76d4,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7adc38ead24746be844dea0e952b76d4,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr']"
7adc38ead24746be844dea0e952b76d4,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7adc38ead24746be844dea0e952b76d4,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7adc38ead24746be844dea0e952b76d4,caption,[]
7cc9fe0af92e4275b344625502a15249,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy']"
7cc9fe0af92e4275b344625502a15249,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7cc9fe0af92e4275b344625502a15249,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr']"
7cc9fe0af92e4275b344625502a15249,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7cc9fe0af92e4275b344625502a15249,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png']"
7cc9fe0af92e4275b344625502a15249,caption,[]
dc61459fefa94ea2838e53dd1e16a2a3,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
dc61459fefa94ea2838e53dd1e16a2a3,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
dc61459fefa94ea2838e53dd1e16a2a3,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
dc61459fefa94ea2838e53dd1e16a2a3,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
dc61459fefa94ea2838e53dd1e16a2a3,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
dc61459fefa94ea2838e53dd1e16a2a3,caption,[]
ac7a0b99c8c64c65802e8a3d3fa12c11,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
ac7a0b99c8c64c65802e8a3d3fa12c11,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ac7a0b99c8c64c65802e8a3d3fa12c11,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
ac7a0b99c8c64c65802e8a3d3fa12c11,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ac7a0b99c8c64c65802e8a3d3fa12c11,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ac7a0b99c8c64c65802e8a3d3fa12c11,caption,[]
03ed5a07d6e647b586489c6ab383121d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
03ed5a07d6e647b586489c6ab383121d,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
03ed5a07d6e647b586489c6ab383121d,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
03ed5a07d6e647b586489c6ab383121d,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
03ed5a07d6e647b586489c6ab383121d,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
03ed5a07d6e647b586489c6ab383121d,caption,[]
b868f974a1a54395a0aa0d9b33933fb7,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
b868f974a1a54395a0aa0d9b33933fb7,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
b868f974a1a54395a0aa0d9b33933fb7,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
b868f974a1a54395a0aa0d9b33933fb7,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
b868f974a1a54395a0aa0d9b33933fb7,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
b868f974a1a54395a0aa0d9b33933fb7,caption,[]
ffeabdae926d4cf798cd82da55ebd222,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
ffeabdae926d4cf798cd82da55ebd222,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ffeabdae926d4cf798cd82da55ebd222,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
ffeabdae926d4cf798cd82da55ebd222,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ffeabdae926d4cf798cd82da55ebd222,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ffeabdae926d4cf798cd82da55ebd222,caption,[]
10d31cb05a1844bb89e83ec0827196d9,annotation,"['000.npy', '001.npy', '002.npy']"
10d31cb05a1844bb89e83ec0827196d9,cannyedge_render,"['000.png', '001.png', '002.png']"
10d31cb05a1844bb89e83ec0827196d9,depth,"['000.exr', '001.exr', '002.exr']"
10d31cb05a1844bb89e83ec0827196d9,image_render,"['000.png', '001.png', '002.png']"
10d31cb05a1844bb89e83ec0827196d9,normal_render,"['000.png', '001.png', '002.png']"
10d31cb05a1844bb89e83ec0827196d9,caption,[]
9dcc8e6cfe644dba85eb55326339c97e,annotation,"['000.npy', '001.npy', '002.npy']"
9dcc8e6cfe644dba85eb55326339c97e,cannyedge_render,"['000.png', '001.png', '002.png']"
9dcc8e6cfe644dba85eb55326339c97e,depth,"['000.exr', '001.exr', '002.exr']"
9dcc8e6cfe644dba85eb55326339c97e,image_render,"['000.png', '001.png', '002.png']"
9dcc8e6cfe644dba85eb55326339c97e,normal_render,"['000.png', '001.png', '002.png']"
9dcc8e6cfe644dba85eb55326339c97e,caption,[]
9ed9a21768724eedbc18219e74cc5046,annotation,"['000.npy', '001.npy', '002.npy']"
9ed9a21768724eedbc18219e74cc5046,cannyedge_render,"['000.png', '001.png', '002.png']"
9ed9a21768724eedbc18219e74cc5046,depth,"['000.exr', '001.exr', '002.exr']"
9ed9a21768724eedbc18219e74cc5046,image_render,"['000.png', '001.png', '002.png']"
9ed9a21768724eedbc18219e74cc5046,normal_render,"['000.png', '001.png', '002.png']"
9ed9a21768724eedbc18219e74cc5046,caption,[]
a0e2c49d17074e049c944296788b304c,annotation,"['000.npy', '001.npy', '002.npy']"
a0e2c49d17074e049c944296788b304c,cannyedge_render,"['000.png', '001.png', '002.png']"
a0e2c49d17074e049c944296788b304c,depth,"['000.exr', '001.exr', '002.exr']"
a0e2c49d17074e049c944296788b304c,image_render,"['000.png', '001.png', '002.png']"
a0e2c49d17074e049c944296788b304c,normal_render,"['000.png', '001.png', '002.png']"
a0e2c49d17074e049c944296788b304c,caption,[]
9933a98eecfb4904a6b7bd7b46e90595,annotation,"['000.npy', '001.npy', '002.npy', '003.npy']"
9933a98eecfb4904a6b7bd7b46e90595,cannyedge_render,"['000.png', '001.png', '002.png', '003.png']"
9933a98eecfb4904a6b7bd7b46e90595,depth,"['000.exr', '001.exr', '002.exr', '003.exr']"
9933a98eecfb4904a6b7bd7b46e90595,image_render,"['000.png', '001.png', '002.png', '003.png']"
9933a98eecfb4904a6b7bd7b46e90595,normal_render,"['000.png', '001.png', '002.png', '003.png']"
9933a98eecfb4904a6b7bd7b46e90595,caption,[]
05914a4b18ee4bea87555bb71e5c7093,annotation,"['000.npy', '001.npy', '002.npy', '003.npy']"
05914a4b18ee4bea87555bb71e5c7093,cannyedge_render,"['000.png', '001.png', '002.png', '003.png']"
05914a4b18ee4bea87555bb71e5c7093,depth,"['000.exr', '001.exr', '002.exr', '003.exr']"
05914a4b18ee4bea87555bb71e5c7093,image_render,"['000.png', '001.png', '002.png', '003.png']"
05914a4b18ee4bea87555bb71e5c7093,normal_render,"['000.png', '001.png', '002.png', '003.png']"
05914a4b18ee4bea87555bb71e5c7093,caption,[]
85eaf9ad00124684bdad9e7d3f1ff880,annotation,"['000.npy', '001.npy', '002.npy']"
85eaf9ad00124684bdad9e7d3f1ff880,cannyedge_render,"['000.png', '001.png', '002.png']"
85eaf9ad00124684bdad9e7d3f1ff880,depth,"['000.exr', '001.exr', '002.exr']"
85eaf9ad00124684bdad9e7d3f1ff880,image_render,"['000.png', '001.png', '002.png']"
85eaf9ad00124684bdad9e7d3f1ff880,normal_render,"['000.png', '001.png', '002.png']"
85eaf9ad00124684bdad9e7d3f1ff880,caption,[]
6b5629bc0d954e10a068d1a0c87fe795,annotation,"['000.npy', '001.npy', '002.npy']"
6b5629bc0d954e10a068d1a0c87fe795,cannyedge_render,"['000.png', '001.png', '002.png']"
6b5629bc0d954e10a068d1a0c87fe795,depth,"['000.exr', '001.exr', '002.exr']"
6b5629bc0d954e10a068d1a0c87fe795,image_render,"['000.png', '001.png', '002.png']"
6b5629bc0d954e10a068d1a0c87fe795,normal_render,"['000.png', '001.png', '002.png']"
6b5629bc0d954e10a068d1a0c87fe795,caption,[]
947c7e0c834442d3b63996088434efbb,annotation,"['000.npy', '001.npy', '002.npy']"
947c7e0c834442d3b63996088434efbb,cannyedge_render,"['000.png', '001.png', '002.png']"
947c7e0c834442d3b63996088434efbb,depth,"['000.exr', '001.exr', '002.exr']"
947c7e0c834442d3b63996088434efbb,image_render,"['000.png', '001.png', '002.png']"
947c7e0c834442d3b63996088434efbb,normal_render,"['000.png', '001.png', '002.png']"
947c7e0c834442d3b63996088434efbb,caption,[]
4fa5df7fb3d64d6eb218d7cc12da51c8,annotation,"['000.npy', '001.npy', '002.npy']"
4fa5df7fb3d64d6eb218d7cc12da51c8,cannyedge_render,"['000.png', '001.png', '002.png']"
4fa5df7fb3d64d6eb218d7cc12da51c8,depth,"['000.exr', '001.exr', '002.exr']"
4fa5df7fb3d64d6eb218d7cc12da51c8,image_render,"['000.png', '001.png', '002.png']"
4fa5df7fb3d64d6eb218d7cc12da51c8,normal_render,"['000.png', '001.png', '002.png']"
4fa5df7fb3d64d6eb218d7cc12da51c8,caption,[]
96b529d4b74e497d802bcf6779660669,annotation,"['000.npy', '001.npy', '002.npy']"
96b529d4b74e497d802bcf6779660669,cannyedge_render,"['000.png', '001.png', '002.png']"
96b529d4b74e497d802bcf6779660669,depth,"['000.exr', '001.exr', '002.exr']"
96b529d4b74e497d802bcf6779660669,image_render,"['000.png', '001.png', '002.png']"
96b529d4b74e497d802bcf6779660669,normal_render,"['000.png', '001.png', '002.png']"
96b529d4b74e497d802bcf6779660669,caption,[]
0cff3c7154bd4583b4f9df709144faf1,annotation,"['000.npy', '001.npy', '002.npy']"
0cff3c7154bd4583b4f9df709144faf1,cannyedge_render,"['000.png', '001.png', '002.png']"
0cff3c7154bd4583b4f9df709144faf1,depth,"['000.exr', '001.exr', '002.exr']"
0cff3c7154bd4583b4f9df709144faf1,image_render,"['000.png', '001.png', '002.png']"
0cff3c7154bd4583b4f9df709144faf1,normal_render,"['000.png', '001.png', '002.png']"
0cff3c7154bd4583b4f9df709144faf1,caption,[]
77b2f1cfcc9b4e3eac0cef026b2ec674,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
77b2f1cfcc9b4e3eac0cef026b2ec674,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
77b2f1cfcc9b4e3eac0cef026b2ec674,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
77b2f1cfcc9b4e3eac0cef026b2ec674,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
77b2f1cfcc9b4e3eac0cef026b2ec674,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
77b2f1cfcc9b4e3eac0cef026b2ec674,caption,[]
bfd1305930574cf79e8a58c2ea461ca9,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
bfd1305930574cf79e8a58c2ea461ca9,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bfd1305930574cf79e8a58c2ea461ca9,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
bfd1305930574cf79e8a58c2ea461ca9,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bfd1305930574cf79e8a58c2ea461ca9,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bfd1305930574cf79e8a58c2ea461ca9,caption,[]
0502c8cfc76946dd8f114bc0a48ee0b7,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
0502c8cfc76946dd8f114bc0a48ee0b7,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
0502c8cfc76946dd8f114bc0a48ee0b7,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
0502c8cfc76946dd8f114bc0a48ee0b7,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
0502c8cfc76946dd8f114bc0a48ee0b7,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
0502c8cfc76946dd8f114bc0a48ee0b7,caption,[]
13e31a9fcd184badb8c23e2554195400,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
13e31a9fcd184badb8c23e2554195400,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
13e31a9fcd184badb8c23e2554195400,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
13e31a9fcd184badb8c23e2554195400,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
13e31a9fcd184badb8c23e2554195400,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
13e31a9fcd184badb8c23e2554195400,caption,[]
7ec38e3f2a45496295efa41bd65ed975,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
7ec38e3f2a45496295efa41bd65ed975,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7ec38e3f2a45496295efa41bd65ed975,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
7ec38e3f2a45496295efa41bd65ed975,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7ec38e3f2a45496295efa41bd65ed975,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7ec38e3f2a45496295efa41bd65ed975,caption,[]
781b6e287ba44977b9db3caecb377f5d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
781b6e287ba44977b9db3caecb377f5d,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
781b6e287ba44977b9db3caecb377f5d,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
781b6e287ba44977b9db3caecb377f5d,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
781b6e287ba44977b9db3caecb377f5d,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
781b6e287ba44977b9db3caecb377f5d,caption,[]
c24afa00a3804120b1d1e29ebce00d6b,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
c24afa00a3804120b1d1e29ebce00d6b,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
c24afa00a3804120b1d1e29ebce00d6b,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
c24afa00a3804120b1d1e29ebce00d6b,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
c24afa00a3804120b1d1e29ebce00d6b,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
c24afa00a3804120b1d1e29ebce00d6b,caption,[]
962827385d9c4f34bdeaceac611b678f,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
962827385d9c4f34bdeaceac611b678f,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
962827385d9c4f34bdeaceac611b678f,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
962827385d9c4f34bdeaceac611b678f,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
962827385d9c4f34bdeaceac611b678f,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
962827385d9c4f34bdeaceac611b678f,caption,[]
11056cd43a844f8abc67831314dfc762,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
11056cd43a844f8abc67831314dfc762,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
11056cd43a844f8abc67831314dfc762,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
11056cd43a844f8abc67831314dfc762,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
11056cd43a844f8abc67831314dfc762,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
11056cd43a844f8abc67831314dfc762,caption,[]
7be8c26bb2474905baaf783422c1f327,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
7be8c26bb2474905baaf783422c1f327,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7be8c26bb2474905baaf783422c1f327,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
7be8c26bb2474905baaf783422c1f327,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7be8c26bb2474905baaf783422c1f327,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
7be8c26bb2474905baaf783422c1f327,caption,[]
b0dcaba5df3e4fd2b9d70eecea20897f,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
b0dcaba5df3e4fd2b9d70eecea20897f,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b0dcaba5df3e4fd2b9d70eecea20897f,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
b0dcaba5df3e4fd2b9d70eecea20897f,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
